Run,Reference,,T_C,P_kbar,fO2_value,fO2_unit,fO2_comment,n_cpx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,FeO_Cpx,Fe2O3_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx,K2O_Cpx,P2O5_Cpx,Cr2O3_Cpx,NiO_Cpx,SiO2_Cpx_sd,TiO2_Cpx_sd,Al2O3_Cpx_sd,FeO_Cpx_sd,Fe2O3_Cpx_sd,MnO_Cpx_sd,MgO_Cpx_sd,CaO_Cpx_sd,Na2O_Cpx_sd,K2O_Cpx_sd,P2O5_Cpx_sd,Cr2O3_Cpx_sd,NiO_Cpx_sd,Cpx_sd,n_Liq,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeO_Liq,Fe2O3_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,Cr2O3_Liq,NiO_Liq,H2O_Liq,H2O_Method,UnnormalizedTotal_Liq,Total_100_norm,SiO2_Liq_sd,TiO2_Liq_sd,Al2O3_Liq_sd,FeO_Liq_sd,Fe2O3_Liq_sd,MnO_Liq_sd,MgO_Liq_sd,CaO_Liq_sd,Na2O_Liq_sd,K2O_Liq_sd,P2O5_Liq_sd,Cr2O3_Liq_sd,NiO_Liq_sd,SiO2_Start,TiO2_Start,Al2O3_Start,Cr2O3_Start,FeO_Start,Fe2O3_Start,MnO_Start,MgO_Start,CaO_Start,Na2O_Start,K2O_Start,P2O5_Start,NiO_Start,H2O_Start,H2O_sat,Bt_Frac,Amph_Frac,Phl_Frac,Ap_Frac,Liq_frac,H2O_measurement,Comments
FG1-Am_1-11,Thy_et_al_2006,,1089,"0,001","-9,95",log_fO2,,8,"50,63","1,18","2,56","14,61",,"0,35","14,39","16,56","0,2",,,"0,12",,"0,75","0,27","1,05","1,4",,"0,08","0,74","1,21","0,06",,,"0,04",,,,"52,33","3,82","11,88","17,26",,"0,3","3,41","8,08","1,97","1,77","0,61",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-12,Thy_et_al_2006,,1078,"0,001","-10,1",log_fO2,,8,"50,66","1,06","2,29","14,97",,"0,35","14,37","15,62","0,18",,,"0,05",,"0,26","0,15","1,02","1,38",,"0,03","0,41","1,71","0,08",,,"0,03",,,,"52,61","3,28","11,95","15,64",,"0,24","2,77","7,6","1,78","2,23","0,91",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-2,Thy_et_al_2006,,1117,"0,001","-9,53",log_fO2,,7,"51,66","1,27","2,74","11,27",,"0,24","14,36","18,61","0,19",,,"0,2",,"0,89","0,28","0,95","0,32",,"0,06","0,26","0,38","0,04",,,"0,07",,,,"48,63","3,91","12,19","16,54",,"0,21","4,21","9,49","2,05","1,36","0,34",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-3,Thy_et_al_2006,,1126,"0,001","-9,5",log_fO2,,9,"50,83","1,21","3,17","10,77",,"0,27","14,48","18,56","0,22",,,"0,32",,"0,4","0,12","0,29","0,56",,"0,05","0,42","0,53","0,06",,,"0,12",,,,"48,22","3,43","12,53","16,37",,"0,24","4,81","9,94","2,02","1,25","0,32",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-4,Thy_et_al_2006,,1135,"0,001","-9,36",log_fO2,,11,"51,41","1,03","3,08","10,35",,"0,23","15,01","18,97","0,22",,,"0,29",,"0,6","0,1","0,56","0,52",,"0,06","0,43","0,71","0,03",,,"0,11",,,,"48,13","3,22","12,72","15,59",,"0,2","5,06","10,25","2,02","1,2","0,34",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-6,Thy_et_al_2006,,1144,"0,001","-9,3",log_fO2,,5,"51,09","0,94","3,61","9,94",,"0,24","15,95","18,82","0,23",,,"0,3",,"0,78","0,2","0,57","0,34",,"0,04","0,85","0,17","0,08",,,"0,05",,,,"48,68","2,73","12,93","15,51",,"0,23","5,63","10,8","1,91","0,83","0,25",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-7,Thy_et_al_2006,,1097,"0,001","-9,9",log_fO2,,7,"49,75","1,22","2,88","14,28",,"0,32","13,84","17,18","0,23",,,"0,1",,"0,69","0,17","0,67","1,3",,"0,03","0,86","0,77","0,07",,,"0,04",,,,"48,99","4,53","11,55","17,32",,"0,26","3,81","8,76","1,88","1,41","0,47",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-8,Thy_et_al_2006,,1154,"0,001","-8,94",log_fO2,,6,"50,45","0,81","3,18","9,03",,"0,21","15,88","19,38","0,2",,,"0,41",,"0,7","0,12","0,77","0,6",,"0,09","0,43","0,3","0,05",,,"0,09",,,,"48,13","2,63","13,01","14,48",,"0,24","5,95","11,12","1,92","0,83","0,24",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Am_1-9,Thy_et_al_2006,,1163,"0,001","-8,94",log_fO2,,3,"50,6","0,87","3,44","8,43",,"0,16","15,54","19,69","0,23",,,"0,64",,"0,64","0,09","0,36","0,48",,"0,04","0,27","1,01","0,04",,,"0,25",,,,"48,57","2,41","13,51",14,,"0,25","6,39","11,52","1,92","0,81","0,21",,,,,,Not_norm,,,,,,,,,,,,,,"48,04","2,05","13,96",,"12,27",,"0,19","7,12","11,54","1,9","0,82","0,19",,,,,,,,,,
FG1-Bc_EG1,Thy_et_al_2006,,1161,"0,001","-10,16",log_fO2,,4,"50,37","1,09","3,78","8,99",,"0,16","15,41","19,32","0,35",,,"0,26",,"1,3","0,16","0,77","1,25",,"0,06","0,79","1,92","0,08",,,"0,16",,,,"47,67","3,01","12,47","14,51",,"0,25","5,81","10,65","2,56","0,45","0,3",,,,,,Not_norm,,,,,,,,,,,,,,"48,11","1,75","14,7",,"10,95",,"0,17","7,44","11,71","2,31","0,31","0,19",,,,,,,,,,
FG1-Bc_EG3,Thy_et_al_2006,,1116,"0,001","-10,78",log_fO2,,5,"50,83","1,14","1,93","14,08",,"0,31","14,86","16,27","0,23",,,"0,08",,"0,14","0,1","0,36","1,23",,"0,06","0,55","0,93","0,09",,,"0,04",,,,"47,88","4,59","11,14","17,52",,"0,29","4,2","9,33","2,41","0,75","0,58",,,,,,Not_norm,,,,,,,,,,,,,,"48,11","1,75","14,7",,"10,95",,"0,17","7,44","11,71","2,31","0,31","0,19",,,,,,,,,,
FG1-Bm_1-1,Thy_et_al_2006,,1106,"0,001","-9,72",log_fO2,,8,"51,34","0,9","1,95","12,95",,"0,29","14,44","17,2","0,23",,,"0,17",,"0,35","0,27","0,35","0,63",,"0,05","0,63","0,95","0,03",,,"0,08",,,,"47,05","4,92","11,04","18,79",,"0,31","4,53","9,43","2,26","0,7","0,49",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-10,Thy_et_al_2006,,1163,"0,001","-8,94",log_fO2,,6,"50,57","0,96","3,68","8,38",,"0,22","16,1","19,17","0,25",,,"0,43",,"0,63","0,28","1,18","0,33",,"0,04","0,51","0,57","0,06",,,"0,15",,,,"48,22","2,52","13,13","14,12",,"0,26","6,39","11,43","2,34","0,43","0,24",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-11,Thy_et_al_2006,,1087,"0,001","-9,95",log_fO2,,11,"50,35","1,11","2,28","15,82",,"0,3","13,98","15,37","0,21",,,"0,08",,"0,72","0,25","0,58","1,46",,"0,08","0,97","2,51","0,07",,,"0,06",,,,"48,69","4,56","10,49","19,12",,"0,27","3,67","8,8","2,24","0,89","0,89",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-2,Thy_et_al_2006,,1117,"0,001","-9,53",log_fO2,,3,"50,7","1,16","2,33","11,61",,"0,28","14,72","18,28","0,24",,,"0,18",,"0,5","0,23","0,52","0,7",,"0,02","0,45","0,64","0,02",,,"0,03",,,,"47,36","4,37","11,45","17,26",,"0,26","4,31","9,76","2,32","0,71","0,43",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-3,Thy_et_al_2006,,1126,"0,001","-9,5",log_fO2,,10,"50,26","1,16","2,77","11,53",,"0,24",15,"17,95","0,23",,,"0,18",,"0,75","0,23","0,54","0,65",,"0,06","0,39","0,84","0,03",,,"0,08",,,,"47,69","3,86","11,78","17,25",,"0,27","4,78","9,94","2,45","0,73","0,31",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-4,Thy_et_al_2006,,1135,"0,001","-9,36",log_fO2,,6,"51,12","0,91","2,49","10,3",,"0,24","15,54","18,79","0,23",,,"0,25",,"0,56","0,11","0,27","0,52",,"0,04","0,35","0,59","0,04",,,"0,06",,,,"47,8","3,26","12,18","16,47",,"0,26","3,33","10,41","2,26","0,63","0,29",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-6,Thy_et_al_2006,,1144,"0,001","-9,3",log_fO2,,5,"50,69","0,8","2,89","9,56",,"0,24","16,09","18,26","0,26",,,"0,47",,"0,49","0,11","0,4","0,49",,"0,03","0,89","0,69","0,03",,,"0,16",,,,"47,99","2,99","12,43","15,96",,"0,26","5,69","10,75","2,38","0,47","0,27",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-7,Thy_et_al_2006,,1097,"0,001","-9,9",log_fO2,,6,"50,65","1,05","1,99","13,77",,"0,31","14,31","16,09","0,21",,,"0,14",,"0,79","0,21","0,3","0,5",,"0,03","0,31","0,59","0,02",,,"0,02",,,,"47,9","4,87","10,57","18,35",,"0,3","3,85","8,71","2,09","0,8","0,61",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Bm_1-8,Thy_et_al_2006,,1154,"0,001","-8,94",log_fO2,,7,"50,34","0,92","3,53","8,8",,"0,2","16,02","18,24","0,26",,,"0,36",,"0,68","0,08","0,54","0,58",,"0,04","0,69","0,62","0,04",,,"0,12",,,,"48,4","2,68","12,69","14,99",,"0,3","6,04","10,97","2,43","0,47","0,22",,,,,,Not_norm,,,,,,,,,,,,,,"48,13","2,07","13,9",,"12,33",,"0,19","7,08","11,5","2,29","0,41","0,19",,,,,,,,,,
FG1-Cm_1-11,Thy_et_al_2006,,1089,"0,001","-9,95",log_fO2,,8,"50,35","1,24","2,25","15,72",,"0,34","14,43","15,24","0,25",,,,,"0,14","0,76","2,2","0,07",,"0,18","1,82","0,06","0,06",,,,,,,"47,26","4,38","10,5","21,1",,"0,26","3,53","8,65","2,37","0,87","1,16",,,,,,Not_norm,,,,,,,,,,,,,,"48,25","2,92","13,34",,"13,69",,"0,2","6,31","10,7","2,46","0,45","0,29",,,,,,,,,,
FG1-Cm_1-12,Thy_et_al_2006,,1078,"0,001","-10,1",log_fO2,,5,"50,22","1,08","2,35","16,35",,"0,35","13,81","16,97","0,22",,,,,"0,37","0,89","3,65","0,05",,"0,96","1,29","0,07","0,07",,,,,,,"50,12","3,65","10,89","19,14",,"0,26","3,02","7,99","2,33","1,21","1,28",,,,,,Not_norm,,,,,,,,,,,,,,"48,25","2,92","13,34",,"13,69",,"0,2","6,31","10,7","2,46","0,45","0,29",,,,,,,,,,
